id,lead_id,question_id,from_who,employee_id,to_user_id,from_admin,req_language_id,res_language_id,delivery_type,webhook_req_id,units,answer_text,entities,read,use_ai,media_url,mime_type,sid,media_thumb,is_profile,MessageUUID,qtext,is_multiparts,ip,status,msg_type,is_smart_alerted,smart_alert_users,data,created_at,updated_at
53,53,53,49,571,761,232,132,246,115,705,2,"Erlang is a general-purpose, concurrent, functional programming language.","Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",0,1,https://source.unsplash.com/1920x1080?,quantum,friendly,https://source.unsplash.com/1920x1080?,0,05ee69fe-96fb-42c3-af08-1d3835f72c02,Make me a sandwich.,4,195.88.201.166,9,8,9,Erlang is known for its designs that are well suited for systems.,Any element of a tuple can be accessed in constant time.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
54,54,54,99,301,314,379,429,524,212,400,5,It is also a garbage-collected runtime system.,Type classes first appeared in the Haskell programming language.,0,0,https://source.unsplash.com/1920x1080?,stem,marketing,https://source.unsplash.com/1920x1080?,0,e739b046-2882-43e7-9b1c-02a77bb515e6,"In 1989 the building was heavily damaged by fire, but it has since been restored.",6,149.53.123.157,2,4,10,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.","They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
55,55,55,700,129,629,121,802,612,433,727,1,Ports are created with the built-in function open_port.,Where are my pants?,0,0,https://source.unsplash.com/1920x1080?,ideas,ensuring,https://source.unsplash.com/1920x1080?,1,4b2af67b-8cda-4150-9868-003576123833,It is also a garbage-collected runtime system.,2,142.12.89.107,3,2,2,"Erlang is a general-purpose, concurrent, functional programming language.",Do you come here often?,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
56,56,56,367,348,321,812,521,529,947,384,1,Any element of a tuple can be accessed in constant time.,Any element of a tuple can be accessed in constant time.,0,1,https://source.unsplash.com/1920x1080?,slightly,plot,https://source.unsplash.com/1920x1080?,1,1497a9be-3844-469e-b923-9e4bc51548d4,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",7,79.253.189.118,10,7,5,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",Where are my pants?,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
57,57,57,436,497,58,693,145,251,798,975,3,"She spent her earliest years reading classic literature, and writing poetry.","Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",1,0,https://source.unsplash.com/1920x1080?,iowa,commentary,https://source.unsplash.com/1920x1080?,1,08963f0e-2d60-4caf-90b3-6eb9111d472e,Where are my pants?,7,188.210.126.137,3,4,2,"In 1989 the building was heavily damaged by fire, but it has since been restored.","Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
58,58,58,759,24,555,17,158,433,113,982,6,Erlang is known for its designs that are well suited for systems.,Make me a sandwich.,1,1,https://source.unsplash.com/1920x1080?,christ,microsoft,https://source.unsplash.com/1920x1080?,1,7c795b30-0e74-4578-83de-5903758aceb7,Its main implementation is the Glasgow Haskell Compiler.,3,249.126.92.237,10,10,3,Do you have any idea why this is not working?,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
59,59,59,406,369,581,98,601,729,746,793,8,Do you come here often?,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",1,1,https://source.unsplash.com/1920x1080?,stewart,carl,https://source.unsplash.com/1920x1080?,1,b7805d4e-8e22-478e-b2fa-c4a19d7cb9b4,Erlang is known for its designs that are well suited for systems.,6,141.179.184.41,6,4,7,Where are my pants?,Atoms are used within a program to denote distinguished values.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
60,60,60,558,905,926,23,858,714,819,905,10,Ports are used to communicate with the external world.,Do you have any idea why this is not working?,1,0,https://source.unsplash.com/1920x1080?,effort,displayed,https://source.unsplash.com/1920x1080?,1,5256854b-9b6d-4925-8a35-d468d74825e7,He looked inquisitively at his keyboard and wrote another sentence.,1,249.104.84.154,2,7,9,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",Do you have any idea why this is not working?,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
61,61,61,471,354,244,448,98,751,709,793,6,I don't even care.,I don't even care.,1,0,https://source.unsplash.com/1920x1080?,dolls,guns,https://source.unsplash.com/1920x1080?,0,56829d8a-7dd4-4fd1-af3f-4590f5ce65b8,Make me a sandwich.,8,9.148.194.121,2,6,4,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.","Erlang is a general-purpose, concurrent, functional programming language.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
62,62,62,777,594,57,15,125,571,861,909,3,Ports are created with the built-in function open_port.,Ports are used to communicate with the external world.,1,1,https://source.unsplash.com/1920x1080?,accessible,discipline,https://source.unsplash.com/1920x1080?,0,c15bf24f-5004-4656-8267-2996cd35a261,Haskell features a type system with type inference and lazy evaluation.,10,135.244.114.247,4,3,10,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",It is also a garbage-collected runtime system.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
63,63,63,974,336,247,800,605,227,609,430,10,Tuples are containers for a fixed number of Erlang data types.,Ports are used to communicate with the external world.,0,0,https://source.unsplash.com/1920x1080?,indonesia,tight,https://source.unsplash.com/1920x1080?,1,0f3f9484-9093-40a2-a693-bbd1938b8b02,Its main implementation is the Glasgow Haskell Compiler.,6,0.70.65.53,3,10,9,Any element of a tuple can be accessed in constant time.,"In 1989 the building was heavily damaged by fire, but it has since been restored.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
64,64,64,905,769,203,682,6,491,218,234,7,Tuples are containers for a fixed number of Erlang data types.,Atoms are used within a program to denote distinguished values.,0,0,https://source.unsplash.com/1920x1080?,fall,sport,https://source.unsplash.com/1920x1080?,1,4d32b92a-fce9-49e9-bcf3-edb8bc92429c,Its main implementation is the Glasgow Haskell Compiler.,1,84.87.96.246,6,1,10,Where are my pants?,It is also a garbage-collected runtime system.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
65,65,65,352,505,56,695,752,895,164,313,10,Atoms are used within a program to denote distinguished values.,"Erlang is a general-purpose, concurrent, functional programming language.",0,0,https://source.unsplash.com/1920x1080?,thailand,hiv,https://source.unsplash.com/1920x1080?,0,d2f8aaae-6d16-4d1a-bce9-051d11e622e6,Ports are created with the built-in function open_port.,1,255.192.205.131,7,9,9,"In 1989 the building was heavily damaged by fire, but it has since been restored.","Erlang is a general-purpose, concurrent, functional programming language.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
66,66,66,986,670,884,804,554,473,505,293,3,Atoms are used within a program to denote distinguished values.,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",0,1,https://source.unsplash.com/1920x1080?,apache,border,https://source.unsplash.com/1920x1080?,0,fa7e6307-d2d5-47ea-97dc-fdd022b5cf6b,Do you come here often?,4,157.184.98.196,3,9,3,Atoms are used within a program to denote distinguished values.,Ports are used to communicate with the external world.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
67,67,67,600,916,294,385,722,445,961,822,2,He looked inquisitively at his keyboard and wrote another sentence.,Where are my pants?,1,0,https://source.unsplash.com/1920x1080?,causing,audio,https://source.unsplash.com/1920x1080?,0,4a829fbe-80f2-46e7-bf21-d3356e0b7e8a,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,3,34.90.165.138,8,5,1,Do you have any idea why this is not working?,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
68,68,68,554,341,911,457,636,301,538,277,10,Erlang is known for its designs that are well suited for systems.,He looked inquisitively at his keyboard and wrote another sentence.,0,1,https://source.unsplash.com/1920x1080?,quest,cal,https://source.unsplash.com/1920x1080?,1,f65e9508-dce2-40f4-938c-ea4e85374103,Tuples are containers for a fixed number of Erlang data types.,10,111.193.155.67,4,9,9,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.","They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
69,69,69,853,308,521,22,757,772,434,931,8,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",Tuples are containers for a fixed number of Erlang data types.,0,0,https://source.unsplash.com/1920x1080?,objects,represents,https://source.unsplash.com/1920x1080?,1,ab15cf22-5e2c-452a-ae4b-b9cf166ef8f4,The arguments can be primitive data types or compound data types.,9,252.143.151.123,2,1,8,Do you have any idea why this is not working?,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
70,70,70,264,125,981,750,293,528,185,869,9,Its main implementation is the Glasgow Haskell Compiler.,Make me a sandwich.,1,0,https://source.unsplash.com/1920x1080?,immediately,invited,https://source.unsplash.com/1920x1080?,0,52265a4f-83f2-484b-a86c-e44f6fa60962,It is also a garbage-collected runtime system.,10,240.225.189.147,9,9,10,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.","In 1989 the building was heavily damaged by fire, but it has since been restored.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
71,71,71,660,139,418,369,387,471,674,654,9,Any element of a tuple can be accessed in constant time.,The arguments can be primitive data types or compound data types.,0,1,https://source.unsplash.com/1920x1080?,referral,space,https://source.unsplash.com/1920x1080?,1,8e71aff9-7d97-4039-9979-a119e8983f42,"She spent her earliest years reading classic literature, and writing poetry.",1,221.29.13.69,6,5,4,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",Type classes first appeared in the Haskell programming language.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
72,72,72,363,496,700,157,821,463,487,549,6,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.","Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",0,0,https://source.unsplash.com/1920x1080?,spectacular,steam,https://source.unsplash.com/1920x1080?,0,d498c1c1-2a17-47a2-bab8-f2296b78e06d,Atoms are used within a program to denote distinguished values.,6,230.214.190.114,6,8,1,Any element of a tuple can be accessed in constant time.,The arguments can be primitive data types or compound data types.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
73,73,73,88,307,362,513,326,404,945,288,4,It is also a garbage-collected runtime system.,Do you come here often?,1,1,https://source.unsplash.com/1920x1080?,kids,larry,https://source.unsplash.com/1920x1080?,1,30a903d4-aafe-43ad-8b70-b04cb3e4cd1a,Haskell features a type system with type inference and lazy evaluation.,1,142.147.215.38,3,2,5,I don't even care.,Make me a sandwich.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
74,74,74,686,153,86,628,448,916,137,221,1,Erlang is known for its designs that are well suited for systems.,Its main implementation is the Glasgow Haskell Compiler.,0,0,https://source.unsplash.com/1920x1080?,tables,minority,https://source.unsplash.com/1920x1080?,0,1f97241c-15cc-47a3-b304-3a13278ec1c9,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",1,196.118.50.22,7,10,6,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.","Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
75,75,75,547,232,373,722,383,925,494,793,2,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.","She spent her earliest years reading classic literature, and writing poetry.",0,1,https://source.unsplash.com/1920x1080?,devel,album,https://source.unsplash.com/1920x1080?,1,541c4f68-8f39-4cd0-b057-4a91f6e7d554,Atoms are used within a program to denote distinguished values.,2,249.23.116.80,8,7,6,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",The arguments can be primitive data types or compound data types.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
76,76,76,452,896,827,39,572,130,548,45,7,"In 1989 the building was heavily damaged by fire, but it has since been restored.","Erlang is a general-purpose, concurrent, functional programming language.",0,1,https://source.unsplash.com/1920x1080?,don,unique,https://source.unsplash.com/1920x1080?,0,5493810f-4fea-4379-b2f2-7ee667252912,"In 1989 the building was heavily damaged by fire, but it has since been restored.",1,11.109.125.162,8,6,1,Erlang is known for its designs that are well suited for systems.,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
77,77,77,70,307,884,629,850,807,856,972,7,I don't even care.,Make me a sandwich.,1,1,https://source.unsplash.com/1920x1080?,today,broken,https://source.unsplash.com/1920x1080?,1,751ac2c0-190f-46bc-ac4f-aed5598de27b,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",3,151.21.148.231,9,9,3,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.","The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
78,78,78,576,830,50,369,428,566,341,648,1,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,1,1,https://source.unsplash.com/1920x1080?,fi,magazine,https://source.unsplash.com/1920x1080?,1,fa1e3c00-bffc-4472-831b-0889c632368f,Haskell features a type system with type inference and lazy evaluation.,1,224.173.53.44,2,1,1,I don't even care.,Erlang is known for its designs that are well suited for systems.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
79,79,79,247,377,893,376,757,890,13,890,8,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,Type classes first appeared in the Haskell programming language.,0,0,https://source.unsplash.com/1920x1080?,checked,springs,https://source.unsplash.com/1920x1080?,0,90ef9a91-00f0-4bfe-b316-4230ab434b63,Tuples are containers for a fixed number of Erlang data types.,1,186.168.5.147,7,8,3,Make me a sandwich.,Erlang is known for its designs that are well suited for systems.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
80,80,80,919,988,754,182,561,386,5,525,10,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",Type classes first appeared in the Haskell programming language.,1,1,https://source.unsplash.com/1920x1080?,statutory,pain,https://source.unsplash.com/1920x1080?,0,5b43a145-b06e-4d95-80bb-e0c2c12bce58,Erlang is known for its designs that are well suited for systems.,10,129.20.161.199,7,10,2,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,Type classes first appeared in the Haskell programming language.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
81,81,81,175,419,255,303,166,404,197,508,3,Tuples are containers for a fixed number of Erlang data types.,I don't even care.,0,0,https://source.unsplash.com/1920x1080?,through,facing,https://source.unsplash.com/1920x1080?,0,c36ffbd9-6d9d-477e-8461-2617babdb01a,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",9,237.206.20.76,3,7,10,Haskell features a type system with type inference and lazy evaluation.,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
82,82,82,251,487,209,194,946,574,966,926,1,Tuples are containers for a fixed number of Erlang data types.,Erlang is known for its designs that are well suited for systems.,1,0,https://source.unsplash.com/1920x1080?,philosophy,import,https://source.unsplash.com/1920x1080?,0,7ae6f7f0-8994-4818-aea1-f448e5f40a88,Tuples are containers for a fixed number of Erlang data types.,6,114.25.89.11,8,6,9,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",Type classes first appeared in the Haskell programming language.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
83,83,83,601,69,147,131,200,935,332,45,8,Any element of a tuple can be accessed in constant time.,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",0,0,https://source.unsplash.com/1920x1080?,addresses,courts,https://source.unsplash.com/1920x1080?,0,7465c343-adac-4746-b907-6432df424b82,"In 1989 the building was heavily damaged by fire, but it has since been restored.",6,113.142.161.232,5,4,6,Any element of a tuple can be accessed in constant time.,"Erlang is a general-purpose, concurrent, functional programming language.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
84,84,84,732,259,968,342,79,864,443,267,8,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",1,1,https://source.unsplash.com/1920x1080?,electricity,decade,https://source.unsplash.com/1920x1080?,1,47f93717-77ca-4ed2-9504-cff096ae63bc,Its main implementation is the Glasgow Haskell Compiler.,5,238.119.60.18,10,2,3,"Erlang is a general-purpose, concurrent, functional programming language.",Where are my pants?,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
85,85,85,498,585,792,581,975,279,598,730,9,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.","The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",1,1,https://source.unsplash.com/1920x1080?,ag,then,https://source.unsplash.com/1920x1080?,0,864b2bc2-1b6b-433c-ba99-97332a8262d2,"Erlang is a general-purpose, concurrent, functional programming language.",10,132.137.135.78,8,10,6,"In 1989 the building was heavily damaged by fire, but it has since been restored.",The arguments can be primitive data types or compound data types.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
86,86,86,40,351,503,914,164,229,750,718,7,Haskell features a type system with type inference and lazy evaluation.,Where are my pants?,1,1,https://source.unsplash.com/1920x1080?,can,brian,https://source.unsplash.com/1920x1080?,0,b40872fd-066e-4113-b38d-7f14147017ee,Haskell features a type system with type inference and lazy evaluation.,10,84.123.170.40,6,4,7,Where are my pants?,The arguments can be primitive data types or compound data types.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
87,87,87,232,443,60,783,700,731,2,336,2,"In 1989 the building was heavily damaged by fire, but it has since been restored.",Ports are used to communicate with the external world.,0,1,https://source.unsplash.com/1920x1080?,sc,shipped,https://source.unsplash.com/1920x1080?,1,f2652234-13a8-42cf-b4d4-d6503e39b08d,It is also a garbage-collected runtime system.,10,228.30.2.130,10,5,6,"In 1989 the building was heavily damaged by fire, but it has since been restored.",Any element of a tuple can be accessed in constant time.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
88,88,88,187,443,231,715,184,813,210,610,7,Atoms are used within a program to denote distinguished values.,Atoms are used within a program to denote distinguished values.,0,1,https://source.unsplash.com/1920x1080?,highest,corporate,https://source.unsplash.com/1920x1080?,1,59fb292f-164a-4eca-8a00-eb9a2ceedc3d,Erlang is known for its designs that are well suited for systems.,6,244.36.230.45,4,8,2,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",Its main implementation is the Glasgow Haskell Compiler.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
89,89,89,442,755,282,399,751,22,56,80,2,Atoms are used within a program to denote distinguished values.,Type classes first appeared in the Haskell programming language.,1,0,https://source.unsplash.com/1920x1080?,dates,nike,https://source.unsplash.com/1920x1080?,1,8b5b47d8-b615-48c5-92e7-b49568a74ee2,Its main implementation is the Glasgow Haskell Compiler.,10,147.99.238.156,9,10,9,Its main implementation is the Glasgow Haskell Compiler.,Ports are created with the built-in function open_port.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
90,90,90,562,1,329,217,128,72,151,715,10,Do you come here often?,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",1,1,https://source.unsplash.com/1920x1080?,diff,cartridges,https://source.unsplash.com/1920x1080?,0,030457f3-64c2-435d-970d-9e8a91c33e3c,Haskell features a type system with type inference and lazy evaluation.,10,170.115.200.203,6,4,3,Type classes first appeared in the Haskell programming language.,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
91,91,91,460,898,328,592,582,578,982,397,7,Atoms are used within a program to denote distinguished values.,Any element of a tuple can be accessed in constant time.,1,1,https://source.unsplash.com/1920x1080?,travel,arthur,https://source.unsplash.com/1920x1080?,1,102046eb-95e9-4217-ba9b-6853be2399bd,"She spent her earliest years reading classic literature, and writing poetry.",8,175.61.138.13,7,1,10,The arguments can be primitive data types or compound data types.,Ports are created with the built-in function open_port.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
92,92,92,693,928,202,984,654,898,907,272,4,Tuples are containers for a fixed number of Erlang data types.,Ports are used to communicate with the external world.,0,0,https://source.unsplash.com/1920x1080?,principle,gospel,https://source.unsplash.com/1920x1080?,0,98469b9a-ab10-45a2-be7d-9d976b680cae,Tuples are containers for a fixed number of Erlang data types.,7,193.68.226.214,4,7,6,Haskell features a type system with type inference and lazy evaluation.,Its main implementation is the Glasgow Haskell Compiler.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
93,93,93,194,893,823,105,845,748,322,252,2,I don't even care.,"Erlang is a general-purpose, concurrent, functional programming language.",0,0,https://source.unsplash.com/1920x1080?,nokia,womens,https://source.unsplash.com/1920x1080?,0,f3918d6d-1e38-4f47-8064-6b15c2f10244,Do you have any idea why this is not working?,1,252.80.190.65,2,5,2,Where are my pants?,"Erlang is a general-purpose, concurrent, functional programming language.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
94,94,94,211,131,891,334,214,938,113,131,3,He looked inquisitively at his keyboard and wrote another sentence.,"Initially composing light-hearted and irreverent works, he also wrote serious, sombre and religious pieces beginning in the 1930s.",0,1,https://source.unsplash.com/1920x1080?,behind,agreement,https://source.unsplash.com/1920x1080?,1,48ac3219-7d03-4712-849b-3333465bed58,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",5,99.107.212.151,8,1,5,Tuples are containers for a fixed number of Erlang data types.,"She spent her earliest years reading classic literature, and writing poetry.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
95,95,95,13,314,688,959,931,330,12,172,1,Erlang is known for its designs that are well suited for systems.,Erlang is known for its designs that are well suited for systems.,0,1,https://source.unsplash.com/1920x1080?,experimental,mi,https://source.unsplash.com/1920x1080?,0,305a217a-eb91-49a1-9799-6a13d97333bc,"Messages can be sent to and received from ports, but these messages must obey the so-called ""port protocol.""",9,144.219.82.72,2,7,10,Tuples are containers for a fixed number of Erlang data types.,Ports are used to communicate with the external world.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
96,96,96,495,360,95,609,851,529,132,832,9,Ports are created with the built-in function open_port.,Where are my pants?,0,1,https://source.unsplash.com/1920x1080?,jobs,receives,https://source.unsplash.com/1920x1080?,1,c77606b5-8d3c-400a-b9c4-2706d02c7e62,"The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.",7,219.66.22.188,10,3,3,Erlang is known for its designs that are well suited for systems.,I don't even care.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
97,97,97,844,807,15,679,179,526,541,725,4,The arguments can be primitive data types or compound data types.,"They are written as strings of consecutive alphanumeric characters, the first character being lowercase.",1,0,https://source.unsplash.com/1920x1080?,par,usa,https://source.unsplash.com/1920x1080?,1,6defeef1-c3dd-45bb-9667-d614d4cd975b,Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.,5,121.239.73.83,2,8,1,"In 1989 the building was heavily damaged by fire, but it has since been restored.","Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
98,98,98,922,287,341,100,953,839,571,996,10,Do you come here often?,"In 1989 the building was heavily damaged by fire, but it has since been restored.",0,1,https://source.unsplash.com/1920x1080?,nec,organic,https://source.unsplash.com/1920x1080?,0,28ad3b66-8223-4d7f-aa7f-3d87103a391e,Do you have any idea why this is not working?,7,199.108.17.6,3,10,4,Ports are created with the built-in function open_port.,Erlang is known for its designs that are well suited for systems.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
99,99,99,984,246,214,853,853,162,191,663,8,Type classes first appeared in the Haskell programming language.,I don't even care.,0,1,https://source.unsplash.com/1920x1080?,located,fiction,https://source.unsplash.com/1920x1080?,1,4dd7e557-e44e-4150-888c-09ea8e791767,"The syntax {D1,D2,...,Dn} denotes a tuple whose arguments are D1, D2, ... Dn.",9,191.38.95.72,10,1,3,Where are my pants?,I don't even care.,2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
100,100,100,141,488,538,140,50,583,651,376,3,The arguments can be primitive data types or compound data types.,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",1,1,https://source.unsplash.com/1920x1080?,ra,relative,https://source.unsplash.com/1920x1080?,0,5c40dc53-a045-4110-b7fb-381031e1a7b6,"The sequential subset of Erlang supports eager evaluation, single assignment, and dynamic typing.",1,194.121.119.130,5,10,6,Ports are created with the built-in function open_port.,"Haskell is a standardized, general-purpose purely functional programming language, with non-strict semantics and strong static typing.",2024-03-26 16:46:45.111384,2024-03-26 16:46:45.111384
